name_beer,abv,name_brewery,city,country,latitude,longitude,descript,cat_name,style_name
Punk IPA,6.0,BrewDog Ltd,Fraserburgh,United Kingdom,57.683,-2.003,"This 6% trans-atlantic fusion IPA is light golden in colour with tropical fruits and light caramel on the nose. The palate soon becomes assertive and resinous with the New Zealand hops balanced by the biscuit malt. The finish is aggressive and dry with the hops emerging over the warming alcohol.

This fresh, full flavour natural beer is our tribute to the classic IPAs of yester-year. The post modern twist is the addition of amazing fruity hops giving an explosion of tropical fruit flavours and a sharp bitter finish.",North American Ale,American-Style India Pale Ale
Rip Tide,8.0,BrewDog Ltd,Fraserburgh,United Kingdom,57.683,-2.003,"A strong, silky smooth imperial stout with a deep, dark ruby appearance. Mocha, bitter chocolate, liquorice and dark cherry flavours prevail, before the balanced, warming and encapsulating finish.

A contemporary Scottish take on an age old Russian classic style originally brewed for the Tsars. Our interpretation brings together hops from both sides of the Atlantic, amazing flavoured malts and dark sugars.

Like the original BrewDog, this beer would never bite you but would much rather give you a lick on the face. Look Out!

Serving Suggestion: Enjoy with an air of aristocratic nonchalance",North American Ale,American-Style Imperial Stout
Paradox Speyside,10.0,BrewDog Ltd,Fraserburgh,United Kingdom,57.683,-2.003,,North American Ale,American-Style Imperial Stout
Hardcore IPA,9.0,BrewDog Ltd,Fraserburgh,United Kingdom,57.683,-2.003,"This little bottle has a grandiloquent story to tell.

2,204 malted Maris Otter grains gave all they had to offer the world to provide the robustly delicate toffee malt canvas for the ensuing epic.

6 Hop Cones willingly sacrificed themselves in fiery cauldron that is our brew kettle to ensure your mouth is left feeling punished and puckering for more.

9,900,000,000 yeast cells frantically fermented their little hearts out as the sugars were magically turned into alcohol in the dark depths of our fermentation tanks.

This explicit ale has more hops and bitterness that any other beer brewed in the UK. This is an extreme beer rollercoaster for freaks, gypsies and international chess superstars.",North American Ale,Imperial or Double India Pale Ale
Tokyo,12.0,BrewDog Ltd,Fraserburgh,United Kingdom,57.683,-2.003,"The irony of existentialism, the parody of being and the inherent contradictions of post-modernism, all so delicately conveyed by the blocky, pixelated arcade action have all been painstakingly recreated in this bottles contents.

This imperial stout is brewed with copious amounts of speciality malts, jasmine and cranberries. After fermentation we then dry-hop this killer stout with a bucketload of our favourite hops before carefully ageing the beer on French toasted oak chips.

It is all about moderation. Everything in moderation, including moderation itself. What logically follows is that you must, from time, have excess. This beer is for those times.",North American Ale,American-Style Imperial Stout
Tokyo*,18.2,BrewDog Ltd,Fraserburgh,United Kingdom,57.683,-2.003,,North American Ale,American-Style Imperial Stout
Tactical Nuclear Penguin,32.0,BrewDog Ltd,Fraserburgh,United Kingdom,57.683,-2.003,"This is the worlds strongest ever beer, ever (yes ever).

No Penguins  were harmed in the making of this beer; some humans did get very, very cold though. It was worth it.

The Antarctic name, inducing schizophrenia, of this Å¸ber-imperial stout originates from the amount of time it spent exposed to extreme cold. This beer was initially double barrel aged for 14 months; maturing in the deep, rich oak of Scottish whisky casks. After this epic maturation the beer was then frozen, then frozen again, then frozen again.

This is an extremely strong beer, it should be enjoyed in small servings and with an air of aristocratic nonchalance. In exactly the same manner that you would enjoy a fine whisky, a Frank Zappa album or a visit from a friendly yet anxious ghost.",North American Ale,American-Style Imperial Stout
Hopsecutioner,7.2,Terrapin Beer Company,Athens,United States,33.9459,-83.4105,"Here ye, here yeâ€¦All hopheads shall herewith rejoice! Terrapin has recruited ye old HOPSECUTIONER to execute the exact hop profile for this killer IPA!",North American Ale,American-Style India Pale Ale
Terrapin Coffee Oatmeal Imperial Stout,8.6,Terrapin Beer Company,Athens,United States,33.9459,-83.4105,"Black as night, this coffee stout is thick, rich and full of real coffee flavor. Brewed with the Terrapin Wake-n-Bake coffee blend created by Terrapin & Jittery Joeâ€™s Coffee.",North American Ale,American-Style Imperial Stout
TrÃ¶egs Splinter Beer Red,11.0,Troegs Brewing,Harrisburg,United States,40.2559,-76.8715,"Before filtering the final batch of 2008 Mad Elf we racked some beer into bourbon barrels for six weeks of tender loving care. After bottling, we aged the beer for approximately eight months. This allows the tart cherries to push to the front. Subtle vanilla, bourbon, charred wood, coconut and toasted nut endnotes emanate from Splinter Red.",North American Ale,American-Style Strong Pale Ale
Horizon Red Ale,5.7,Summit Brewing,Saint Paul,United States,44.9139,-93.1396,"A richer shade of Red. Summit has artfully crossed the boundaries of traditional IPA and Amber styles to create a brew all our own. Featuring an aromatic blend of Horizon, Amarillo and Cascade hops with nicely balanced malts for a flavor youâ€™ll enjoy to the fullest.",North American Ale,American-Style Amber/Red Ale
Jai Alai IPA,7.5,Cigar City Brewing,Tampa,United States,27.9587,-82.5093,"Jai Alai IPA is a monster interpretation of an American IPA. In fact, it is so big that it equals the alcohol of some double IPAs on the market. Our IPA uses 6 different hop varietals, with Simcoe hops only being used for dry hopping. The rest of the hop additions are blended at different IBU's (International Bittering Units) in groups of three hops per addition in order to create more hop complexity. At CCB, we love hops but also feel that balance is important for IPAs. So Jai Alai features a sturday caramel malt component which helps to create balance, staving off hop astringency. Ultimately, Jai Alai is a very strong interpretation of a single American IPA. We hope that it makes Tampa Bay natives happy because this is head brewer Wayne Wamble's favorite Cigar City beer and he'd love to share one with you!",North American Ale,American-Style India Pale Ale
Maduro Oatmeal Brown Ale,5.5,Cigar City Brewing,Tampa,United States,27.9587,-82.5093,"Maduro is a Northern English-style brown ale with some American affectations. It is unlike the typical American Brown Ale, as it doesnâ€™t have the big hop character common in American-brewed Brown Ales. And Maduro is higher in alcohol than the common English brown ale. Maduro also has oats, in the malt bill which imparts a silky body and aids in making the roasted, toasted and chocolate components mesh together in Maduro's complex malt profile. The end result is a remarkably full flavored yet approachable and sessionable brown ale that pairs well with cigars.",North American Ale,American-Style Brown Ale
Marshal Zhukov's Imperial Stout,11.0,Cigar City Brewing,Tampa,United States,27.9587,-82.5093,"This Russian Imperial Stout is dedicated to Gregory Zhukov. Arguably one of World War II's finest generals and a man bold enough to appreciate the rich, complex flavors of a beer brewed to fortify a body through the Russian winter. Like military geniuses, Russian Imperial Stouts reach their peak with a little age on them, so we release Marshal Zhukov's Russian Imperial Stout in sweltering August so that it will be at peak flavor come January or February.

Opaque black in color, the aroma has notes of espresso, chocolate, dark sweet toffee with hints of black strap molasses. The flavor starts with an unsweetened chocolate character and supporting notes of herbal dryness from English hop varietals. It then moves into dark toffee sweetness and closes with a slap of roasty espresso. Zhukov's Imperial Stout pairs well with Mushroom Solyanka, dark chocolate, cherries and ground wars in Russia.  Enjoy, comrade.",North American Ale,American-Style Imperial Stout
JoBoy's IPA,6.5,JoBoy's Brew Pub,Manheim,United States,40.1707,-76.3838,"This is our offering to the hop heads! A decidedly hoppy, bitter, and moderately strong American IPA. We use a generous amount of whole leaf Cascade, Centennial and Citra hops to showcase the freshness and earthy flavors that only hops can provide.",North American Ale,American-Style India Pale Ale
Manheim Stout,6.356694915254237,JoBoy's Brew Pub,Manheim,United States,40.1707,-76.3838,"An intense and rich, dark, roasty ale with substantial alcohol warming. Requires several months of aging.",North American Ale,American-Style Stout
Divine Reserve 9,11.0,Saint Arnold Brewing,Houston,United States,29.8123,-95.4675,"Important: let this beer warm to at least 50Â° before enjoying.  This beer is black with some ruby highlights.  The nose is full of pumpkin pie spices and some alcohol.  There are notes of nutmeg, caraway and vanilla.  The taste starts with chocolate malt with a hint of spice and rolls into a warm spicy alcohol taste which has the effect of creating the balance that usually comes from the hop bitter.  There is some hop bitter on the finish, but not much.  Overall, this beer finishes relatively dry for such a big beer.  As it warms, the spices move forward in the taste and the chocolate moves to the finish.  The pumpkin provides a pleasant undertone and a nice mouthfeel.  The spices will probably fade some over time; they mellowed considerably while still in the fermenter.",North American Ale,American-Style Imperial Stout
(512) Pale,5.8,(512) Brewing Company,Austin,United States,30.2234,-97.7697,"With Organic 2-row malted barley, (512) Pale is a copper colored American Pale Ale that balances earthy hop bitterness and hop flavor with a rich malty body.",North American Ale,American-Style Pale Ale
(512) IPA,7.0,(512) Brewing Company,Austin,United States,30.2234,-97.7697,"(512) India Pale Ale is a big, aggressively dry-hopped American IPA with smooth bitterness (~65 IBU) balanced by medium maltiness. Organic 2-row malted barley, loads of hops, and great Austin water create an ale with apricot and vanilla aromatics that lure you in for more.",North American Ale,American-Style India Pale Ale
